-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0
-50.0,-50.0,-50.0,-50.0,-52.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0
-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0
-49.0,-49.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0
-52.0,-57.0,-55.0,-53.0,-52.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-52.0,-52.0,-53.0,-52.0,-58.0,-51.0,-52.0,-53.0,-54.0,-54.0,-53.0,-53.0,-53.0,-55.0,-55.0,-55.0,-53.0,-54.0,-54.0,-54.0,-53.0,-53.0,-54.0,-53.0,-54.0,-53.0,-54.0,-54.0,-54.0,-53.0,-53.0,-54.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-54.0,-54.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-54.0,-53.0,-53.0,-53.0,-53.0,-53.0,-54.0,-53.0,-54.0,-53.0,-53.0,-52.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-54.0,-53.0,-53.0,-53.0,-53.0,-54.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-54.0,-53.0
-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-52.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0
-58.0,-57.0,-55.0,-54.0,-56.0,-54.0,-56.0,-56.0,-55.0,-55.0,-56.0,-56.0,-55.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-55.0,-55.0,-55.0,-55.0,-55.0,-56.0,-55.0,-56.0,-56.0,-55.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-55.0,-56.0,-56.0,-56.0,-56.0,-55.0,-56.0,-55.0,-56.0,-56.0,-55.0,-55.0,-55.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-55.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-55.0,-56.0,-56.0,-56.0,-55.0,-56.0,-55.0,-56.0,-56.0,-56.0,-56.0,-56.0,-55.0,-55.0,-55.0,-56.0,-56.0
-50.0,-49.0,-50.0,-50.0,-49.0,-49.0,-50.0,-49.0,-50.0,-49.0,-50.0,-49.0,-49.0,-50.0,-49.0,-50.0,-50.0,-50.0,-50.0,-53.0,-50.0,-49.0,-50.0,-50.0,-50.0,-53.0,-49.0,-53.0,-49.0,-49.0,-49.0,-50.0,-50.0,-50.0,-50.0,-49.0,-49.0,-50.0,-49.0,-49.0,-50.0,-50.0,-49.0,-49.0,-50.0,-49.0,-50.0,-49.0,-50.0,-50.0,-50.0,-50.0,-49.0,-49.0,-49.0,-50.0,-49.0,-50.0,-50.0,-49.0,-49.0,-50.0,-53.0,-50.0,-53.0,-50.0,-50.0,-53.0,-49.0,-50.0,-50.0,-50.0,-50.0,-50.0,-49.0,-50.0,-50.0,-49.0,-49.0,-53.0,-49.0,-49.0,-49.0,-50.0,-49.0,-49.0,-53.0,-49.0,-50.0,-50.0,-49.0,-50.0,-49.0,-50.0,-50.0
-52.0,-52.0,-53.0,-52.0,-52.0,-53.0,-54.0,-52.0,-52.0,-52.0,-52.0,-53.0,-53.0,-51.0,-54.0,-52.0,-52.0,-53.0,-54.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-54.0,-54.0,-54.0,-54.0,-53.0,-53.0,-54.0,-53.0,-53.0,-54.0,-54.0,-54.0,-54.0,-53.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-53.0,-54.0,-54.0,-54.0,-53.0,-54.0,-54.0,-54.0,-54.0,-53.0,-54.0,-53.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-53.0,-53.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-53.0,-53.0,-53.0,-54.0,-53.0,-54.0,-52.0,-52.0,-53.0,-52.0,-53.0,-53.0,-53.0,-52.0,-53.0,-52.0
-58.0,-60.0,-58.0,-57.0,-56.0,-58.0,-59.0,-55.0,-55.0,-55.0,-54.0,-55.0,-55.0,-55.0,-55.0,-54.0,-55.0,-54.0,-54.0,-54.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-54.0,-55.0,-55.0,-55.0,-55.0,-55.0,-54.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-54.0,-54.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-54.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-54.0,-55.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-54.0,-53.0
